Measurement Timestamp,Station Name,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
2015-05-29 07:00:00,Foster Weather Station,17.39,14.8,84,0.0,0.0,7.3,0,190,1.1,1.3,994.6,122,352.0,15.1,05/29/2015 7:00 AM,FosterWeatherStation201505290700
2015-05-29 12:00:00,Foster Weather Station,21.06,14.8,81,0.0,8.79,7.3,0,292,2.6,3.6,994.2,90,352.0,15.1,05/29/2015 12:00 PM,FosterWeatherStation201505291200
2015-05-29 16:00:00,Foster Weather Station,21.28,14.8,78,0.0,0.0,7.3,0,179,3.4,3.8,990.9,124,352.0,15.1,05/29/2015 4:00 PM,FosterWeatherStation201505291600
2015-05-29 17:00:00,Foster Weather Station,26.89,14.8,56,0.0,0.08,7.3,0,204,2.6,3.0,990.2,146,352.0,15.1,05/29/2015 5:00 PM,FosterWeatherStation201505291700
2015-05-29 18:00:00,Foster Weather Station,27.28,14.8,54,0.0,0.0,7.3,0,213,5.8,6.3,989.8,102,352.0,15.1,05/29/2015 6:00 PM,FosterWeatherStation201505291800
2015-05-29 19:00:00,Foster Weather Station,27.0,14.8,56,0.0,0.0,7.3,0,210,2.3,2.7,990.2,93,352.0,15.1,05/29/2015 7:00 PM,FosterWeatherStation201505291900
2015-05-29 20:00:00,Foster Weather Station,27.0,14.8,52,0.0,0.0,7.3,0,221,1.5,1.9,990.5,18,352.0,15.1,05/29/2015 8:00 PM,FosterWeatherStation201505292000
2015-05-29 21:00:00,Foster Weather Station,26.0,14.8,60,0.0,0.0,7.3,0,204,5.8,6.3,990.5,1,352.0,15.1,05/29/2015 9:00 PM,FosterWeatherStation201505292100
2015-05-29 23:00:00,Foster Weather Station,24.0,14.8,70,0.0,0.0,7.3,0,167,1.6,2.7,991.2,0,352.0,15.1,05/29/2015 11:00 PM,FosterWeatherStation201505292300
2015-05-30 00:00:00,Foster Weather Station,23.28,8.5,72,0.0,0.0,1.5,0,213,4.1,4.3,991.2,0,351.0,15.1,05/30/2015 12:00 AM,FosterWeatherStation201505302400
2015-05-30 01:00:00,Foster Weather Station,22.89,14.8,70,0.0,0.0,7.3,0,220,2.1,2.8,991.2,1,352.0,15.1,05/30/2015 1:00 AM,FosterWeatherStation201505300100
2015-05-30 02:00:00,Foster Weather Station,22.28,14.8,73,0.0,0.0,7.3,0,264,2.5,2.7,991.2,1,352.0,15.1,05/30/2015 2:00 AM,FosterWeatherStation201505300200
2015-05-30 03:00:00,Foster Weather Station,21.78,14.8,77,0.0,0.0,7.3,0,217,3.5,4.0,991.2,0,352.0,15.1,05/30/2015 3:00 AM,FosterWeatherStation201505300300
2015-05-30 04:00:00,Foster Weather Station,21.28,14.8,79,0.0,0.0,7.3,0,266,1.7,2.0,990.9,0,352.0,15.1,05/30/2015 4:00 AM,FosterWeatherStation201505300400
2015-05-30 05:00:00,Foster Weather Station,21.17,14.8,80,0.0,0.0,7.3,0,230,0.5,0.9,991.2,0,352.0,15.1,05/30/2015 5:00 AM,FosterWeatherStation201505300500
2015-05-30 06:00:00,Foster Weather Station,21.06,14.8,82,0.0,0.0,7.3,0,196,0.9,1.3,992.2,5,352.0,15.1,05/30/2015 6:00 AM,FosterWeatherStation201505300600
2015-05-30 07:00:00,Foster Weather Station,20.67,14.8,85,0.0,0.28,7.3,0,267,2.5,2.7,992.2,54,352.0,15.1,05/30/2015 7:00 AM,FosterWeatherStation201505300700
2015-05-30 08:00:00,Foster Weather Station,20.67,14.8,84,0.0,0.15,7.3,0,331,0.3,0.7,992.6,107,352.0,15.1,05/30/2015 8:00 AM,FosterWeatherStation201505300800
2015-05-30 09:00:00,Foster Weather Station,19.17,14.8,83,0.0,0.05,7.3,0,352,1.7,1.9,992.9,42,352.0,15.1,05/30/2015 9:00 AM,FosterWeatherStation201505300900
2015-05-30 10:00:00,Foster Weather Station,11.89,14.8,89,0.0,0.23,7.3,0,347,3.5,3.9,993.2,31,352.0,15.1,05/30/2015 10:00 AM,FosterWeatherStation201505301000
2015-05-30 11:00:00,Foster Weather Station,10.67,14.8,90,0.0,0.63,7.3,0,346,3.2,3.9,994.2,112,352.0,15.1,05/30/2015 11:00 AM,FosterWeatherStation201505301100
2015-05-30 11:00:00,Oak Street Weather Station,11.9,11.4,94,0.0,0.7,11.5,2,4,4.3,6.5,994.9,90,359.0,12.1,05/30/2015 11:00 AM,OakStreetWeatherStation201505301100
2015-05-30 12:00:00,Oak Street Weather Station,10.9,10.4,94,0.0,0.3,11.8,0,4,5.5,7.9,995.1,151,359.0,12.1,05/30/2015 12:00 PM,OakStreetWeatherStation201505301200
2015-05-30 12:00:00,Foster Weather Station,10.0,8.5,90,0.0,0.56,1.5,0,351,3.5,4.3,994.2,232,351.0,15.2,05/30/2015 12:00 PM,FosterWeatherStation201505301200
2015-05-30 13:00:00,Foster Weather Station,9.17,8.5,90,0.0,0.0,1.5,0,347,4.3,4.9,994.6,150,351.0,15.2,05/30/2015 1:00 PM,FosterWeatherStation201505301300
2015-05-31 07:00:00,Foster Weather Station,6.28,8.5,88,0.0,0.0,1.5,0,349,4.5,5.2,998.0,16,351.0,15.2,05/31/2015 7:00 AM,FosterWeatherStation201505310700
2015-05-31 08:00:00,Foster Weather Station,6.78,8.5,86,0.0,0.0,1.5,0,348,4.0,4.6,998.6,37,351.0,15.2,05/31/2015 8:00 AM,FosterWeatherStation201505310800
2015-05-31 09:00:00,Foster Weather Station,6.89,8.5,84,0.0,0.0,1.5,0,8,4.1,5.1,999.3,78,351.0,15.2,05/31/2015 9:00 AM,FosterWeatherStation201505310900
2015-05-31 15:00:00,Oak Street Weather Station,9.7,8.0,80,0.0,0.0,10.3,0,12,5.1,7.2,1000.7,295,359.0,12.1,05/31/2015 3:00 PM,OakStreetWeatherStation201505311500
2015-05-31 17:00:00,Foster Weather Station,8.06,8.5,77,0.0,0.0,1.5,0,348,5.2,6.8,999.7,261,351.0,15.2,05/31/2015 5:00 PM,FosterWeatherStation201505311700
2015-05-31 17:00:00,Oak Street Weather Station,9.0,7.3,80,0.0,0.0,10.3,0,15,5.7,7.4,1000.5,307,359.0,12.0,05/31/2015 5:00 PM,OakStreetWeatherStation201505311700
2015-05-31 18:00:00,Oak Street Weather Station,9.0,7.5,82,0.0,0.0,10.3,0,12,5.2,6.5,1000.2,158,359.0,12.2,05/31/2015 6:00 PM,OakStreetWeatherStation201505311800
2015-05-31 19:00:00,Foster Weather Station,7.78,8.5,79,0.0,0.0,1.5,0,346,3.4,4.8,1000.0,38,351.0,15.2,05/31/2015 7:00 PM,FosterWeatherStation201505311900
2015-05-31 19:00:00,Oak Street Weather Station,8.8,7.2,82,0.0,0.0,10.3,0,7,4.3,6.3,1000.7,37,359.0,12.0,05/31/2015 7:00 PM,OakStreetWeatherStation201505311900
2015-05-31 20:00:00,Oak Street Weather Station,8.8,7.2,81,0.0,0.0,10.3,0,13,4.3,6.0,1000.6,13,359.0,12.2,05/31/2015 8:00 PM,OakStreetWeatherStation201505312000
2015-05-31 20:00:00,Foster Weather Station,7.89,8.5,79,0.0,0.0,1.5,0,349,4.8,6.7,1000.0,10,351.0,15.2,05/31/2015 8:00 PM,FosterWeatherStation201505312000
2015-05-31 21:00:00,Oak Street Weather Station,8.6,7.0,80,0.0,0.0,10.3,0,14,4.9,6.1,1001.0,3,359.0,12.0,05/31/2015 9:00 PM,OakStreetWeatherStation201505312100
2015-05-31 21:00:00,Foster Weather Station,7.78,8.5,78,0.0,0.0,1.5,0,348,4.8,5.5,1000.3,0,351.0,15.2,05/31/2015 9:00 PM,FosterWeatherStation201505312100
2015-05-31 22:00:00,Foster Weather Station,7.5,8.5,76,0.0,0.0,1.5,0,345,2.5,2.8,1000.7,0,351.0,15.2,05/31/2015 10:00 PM,FosterWeatherStation201505312200
2015-05-31 22:00:00,Oak Street Weather Station,8.6,7.1,81,0.0,0.0,10.3,0,14,3.3,4.5,1001.1,3,359.0,12.1,05/31/2015 10:00 PM,OakStreetWeatherStation201505312200
2015-05-31 23:00:00,Oak Street Weather Station,8.4,7.0,83,0.0,0.0,10.3,0,28,2.4,3.8,1001.1,3,359.0,12.0,05/31/2015 11:00 PM,OakStreetWeatherStation201505312300
2015-05-31 23:00:00,Foster Weather Station,7.39,8.5,80,0.0,0.0,1.5,0,357,2.7,3.3,1000.7,0,351.0,15.2,05/31/2015 11:00 PM,FosterWeatherStation201505312300
2015-06-01 00:00:00,Foster Weather Station,7.78,8.5,82,0.0,0.0,1.5,0,15,1.7,1.8,1000.7,0,351.0,15.2,06/01/2015 12:00 AM,FosterWeatherStation201506012400
2015-06-01 00:00:00,Oak Street Weather Station,8.9,7.6,84,0.0,0.0,10.3,0,38,1.6,2.3,1001.3,3,359.0,12.1,06/01/2015 12:00 AM,OakStreetWeatherStation201506012400
2015-06-01 01:00:00,Oak Street Weather Station,10.0,8.7,84,0.0,0.0,10.3,0,52,2.6,3.7,1000.7,3,359.0,12.0,06/01/2015 1:00 AM,OakStreetWeatherStation201506010100
2015-06-01 01:00:00,Foster Weather Station,9.28,8.5,78,0.0,0.0,1.5,0,53,3.2,4.1,1000.3,0,351.0,15.2,06/01/2015 1:00 AM,FosterWeatherStation201506010100
2015-06-01 02:00:00,Oak Street Weather Station,9.9,8.0,78,0.0,0.0,10.3,0,58,4.4,6.9,1000.8,3,359.0,12.1,06/01/2015 2:00 AM,OakStreetWeatherStation201506010200
2015-06-01 02:00:00,Foster Weather Station,8.89,8.5,74,0.0,0.0,1.5,0,39,3.2,3.8,1000.3,0,351.0,15.2,06/01/2015 2:00 AM,FosterWeatherStation201506010200
2015-06-01 03:00:00,Foster Weather Station,8.06,8.5,78,0.0,0.0,1.5,0,37,4.0,4.6,1000.0,0,351.0,15.2,06/01/2015 3:00 AM,FosterWeatherStation201506010300
2015-06-01 03:00:00,Oak Street Weather Station,9.3,7.7,82,0.0,0.0,10.3,0,57,4.4,5.7,1000.6,3,359.0,12.1,06/01/2015 3:00 AM,OakStreetWeatherStation201506010300
2015-06-01 04:00:00,Foster Weather Station,8.06,8.5,78,0.0,0.0,1.5,0,59,4.9,5.3,1000.0,0,351.0,15.2,06/01/2015 4:00 AM,FosterWeatherStation201506010400
2015-06-01 04:00:00,Oak Street Weather Station,9.2,7.7,82,0.0,0.0,10.3,0,73,4.7,6.3,1000.5,3,359.0,12.0,06/01/2015 4:00 AM,OakStreetWeatherStation201506010400
2015-06-01 05:00:00,Oak Street Weather Station,9.3,8.0,85,0.0,0.0,10.3,0,76,2.9,4.3,1001.2,4,359.0,12.1,06/01/2015 5:00 AM,OakStreetWeatherStation201506010500
2015-06-01 05:00:00,Foster Weather Station,8.06,8.5,80,0.0,0.0,1.5,0,68,4.6,5.1,1000.7,0,351.0,15.2,06/01/2015 5:00 AM,FosterWeatherStation201506010500
2015-06-01 06:00:00,Oak Street Weather Station,9.0,7.7,84,0.0,0.0,10.3,0,75,4.3,5.6,1001.5,24,359.0,12.0,06/01/2015 6:00 AM,OakStreetWeatherStation201506010600
2015-06-01 07:00:00,Oak Street Weather Station,9.2,7.9,85,0.0,0.0,10.3,0,71,3.4,4.0,1001.8,82,359.0,12.1,06/01/2015 7:00 AM,OakStreetWeatherStation201506010700
2015-06-01 07:00:00,Foster Weather Station,7.78,8.5,81,0.0,0.0,1.5,0,47,4.0,4.9,1001.4,103,351.0,15.2,06/01/2015 7:00 AM,FosterWeatherStation201506010700
2015-06-01 08:00:00,Oak Street Weather Station,9.0,7.8,85,0.0,0.0,10.3,0,61,3.7,4.4,1002.3,80,359.0,12.0,06/01/2015 8:00 AM,OakStreetWeatherStation201506010800
2015-06-01 08:00:00,Foster Weather Station,7.78,8.5,81,0.0,0.0,1.5,0,30,2.5,2.9,1002.0,123,351.0,15.2,06/01/2015 8:00 AM,FosterWeatherStation201506010800
2015-06-01 09:00:00,Foster Weather Station,7.67,8.5,82,0.0,0.0,1.5,0,50,3.1,5.3,1002.0,240,351.0,15.2,06/01/2015 9:00 AM,FosterWeatherStation201506010900
2015-06-01 10:00:00,Foster Weather Station,8.0,8.5,79,0.0,0.0,1.5,0,44,3.3,3.7,1002.0,298,351.0,15.2,06/01/2015 10:00 AM,FosterWeatherStation201506011000
2015-06-01 11:00:00,Oak Street Weather Station,9.0,7.6,84,0.0,0.0,10.3,0,26,3.4,4.3,1002.4,318,359.0,12.1,06/01/2015 11:00 AM,OakStreetWeatherStation201506011100
2015-06-01 17:00:00,Oak Street Weather Station,10.1,7.8,73,0.0,0.0,10.3,0,8,3.2,4.2,1000.9,34,359.0,12.2,06/01/2015 5:00 PM,OakStreetWeatherStation201506011700
2015-06-01 18:00:00,Oak Street Weather Station,10.3,7.6,69,0.0,0.0,10.3,0,17,2.3,3.4,1000.7,30,359.0,12.1,06/01/2015 6:00 PM,OakStreetWeatherStation201506011800
2015-06-01 18:00:00,Foster Weather Station,9.56,8.5,66,0.0,0.0,1.5,0,6,2.3,2.9,1000.0,317,351.0,15.1,06/01/2015 6:00 PM,FosterWeatherStation201506011800
2015-06-01 19:00:00,Oak Street Weather Station,10.2,7.5,69,0.0,0.0,10.3,0,18,2.8,3.4,1001.0,24,359.0,12.1,06/01/2015 7:00 PM,OakStreetWeatherStation201506011900
2015-06-01 19:00:00,Foster Weather Station,9.39,8.5,66,0.0,0.0,1.5,0,15,3.1,3.4,1000.3,153,351.0,15.1,06/01/2015 7:00 PM,FosterWeatherStation201506011900
2015-06-01 20:00:00,Oak Street Weather Station,9.8,7.3,71,0.0,0.0,10.3,0,10,2.2,4.0,1000.9,11,359.0,12.0,06/01/2015 8:00 PM,OakStreetWeatherStation201506012000
2015-06-01 20:00:00,Foster Weather Station,9.0,8.5,69,0.0,0.0,1.5,0,345,1.7,2.0,1000.3,17,351.0,15.2,06/01/2015 8:00 PM,FosterWeatherStation201506012000
2015-06-01 21:00:00,Oak Street Weather Station,9.8,7.3,71,0.0,0.0,10.3,0,15,2.7,3.6,1000.8,3,359.0,12.1,06/01/2015 9:00 PM,OakStreetWeatherStation201506012100
2015-06-01 21:00:00,Foster Weather Station,8.89,8.5,69,0.0,0.0,1.5,0,8,2.4,2.6,1000.3,0,351.0,15.2,06/01/2015 9:00 PM,FosterWeatherStation201506012100
2015-06-01 22:00:00,Oak Street Weather Station,9.6,7.2,72,0.0,0.0,10.3,0,2,1.4,2.0,1001.1,2,359.0,12.0,06/01/2015 10:00 PM,OakStreetWeatherStation201506012200
2015-06-01 22:00:00,Foster Weather Station,9.0,8.5,70,0.0,0.0,1.5,0,2,2.7,3.1,1000.7,0,351.0,15.2,06/01/2015 10:00 PM,FosterWeatherStation201506012200
2015-06-01 23:00:00,Oak Street Weather Station,9.6,7.1,71,0.0,0.0,10.3,0,4,1.1,1.4,1001.0,3,359.0,12.1,06/01/2015 11:00 PM,OakStreetWeatherStation201506012300
2015-06-01 23:00:00,Foster Weather Station,9.0,8.5,67,0.0,0.0,1.5,0,8,2.8,2.9,1000.3,0,351.0,15.2,06/01/2015 11:00 PM,FosterWeatherStation201506012300
2015-06-02 00:00:00,Oak Street Weather Station,9.6,7.1,70,0.0,0.0,10.3,0,0,0.0,0.6,1000.3,2,359.0,12.1,06/02/2015 12:00 AM,OakStreetWeatherStation201506022400
2015-06-02 00:00:00,Foster Weather Station,8.89,8.5,71,0.0,0.0,1.5,0,4,1.4,1.7,1000.0,0,351.0,15.2,06/02/2015 12:00 AM,FosterWeatherStation201506022400
2015-06-02 01:00:00,Oak Street Weather Station,10.1,7.1,66,0.0,0.0,10.3,0,0,0.0,0.8,999.8,3,359.0,12.0,06/02/2015 1:00 AM,OakStreetWeatherStation201506020100
2015-06-02 01:00:00,Foster Weather Station,9.28,8.5,68,0.0,0.0,1.5,0,340,1.7,2.0,999.3,0,351.0,15.2,06/02/2015 1:00 AM,FosterWeatherStation201506020100
2015-06-02 02:00:00,Foster Weather Station,9.17,8.5,76,0.0,0.0,1.5,0,12,2.2,2.5,999.0,0,351.0,15.2,06/02/2015 2:00 AM,FosterWeatherStation201506020200
2015-06-02 02:00:00,Oak Street Weather Station,9.7,7.8,78,0.0,0.0,10.3,0,205,0.6,0.8,999.5,3,359.0,12.0,06/02/2015 2:00 AM,OakStreetWeatherStation201506020200
2015-06-02 03:00:00,Foster Weather Station,9.17,8.5,77,0.0,0.0,1.5,0,2,2.0,2.2,999.0,0,351.0,15.1,06/02/2015 3:00 AM,FosterWeatherStation201506020300
2015-06-02 03:00:00,Oak Street Weather Station,10.1,8.0,77,0.0,0.0,10.3,0,34,1.3,1.8,999.3,3,359.0,12.0,06/02/2015 3:00 AM,OakStreetWeatherStation201506020300
2015-06-02 04:00:00,Foster Weather Station,8.78,8.5,80,0.0,0.0,1.5,0,17,2.3,2.5,999.0,0,351.0,15.2,06/02/2015 4:00 AM,FosterWeatherStation201506020400
2015-06-02 04:00:00,Oak Street Weather Station,9.9,8.3,81,0.0,0.0,10.3,0,17,1.7,1.9,999.6,3,359.0,12.1,06/02/2015 4:00 AM,OakStreetWeatherStation201506020400
2015-06-02 05:00:00,Foster Weather Station,8.39,8.5,83,0.0,0.0,1.5,0,351,1.3,1.5,999.0,0,351.0,15.2,06/02/2015 5:00 AM,FosterWeatherStation201506020500
2015-06-02 05:00:00,Oak Street Weather Station,9.5,8.1,84,0.0,0.0,10.3,0,344,1.0,1.2,999.5,4,359.0,12.0,06/02/2015 5:00 AM,OakStreetWeatherStation201506020500
2015-06-02 06:00:00,Foster Weather Station,8.56,8.5,82,0.0,0.0,1.5,0,334,1.7,1.9,999.7,65,351.0,15.2,06/02/2015 6:00 AM,FosterWeatherStation201506020600
2015-06-02 06:00:00,Oak Street Weather Station,9.8,8.5,84,0.0,0.0,10.3,0,31,1.4,1.8,1000.2,116,359.0,12.1,06/02/2015 6:00 AM,OakStreetWeatherStation201506020600
2015-06-02 07:00:00,Foster Weather Station,9.0,8.5,80,0.0,0.0,1.5,0,38,0.7,0.9,1000.0,210,351.0,15.2,06/02/2015 7:00 AM,FosterWeatherStation201506020700
2015-06-02 18:00:00,Foster Weather Station,13.0,8.5,76,0.0,0.0,1.5,0,12,2.8,3.1,996.3,313,351.0,15.1,06/02/2015 6:00 PM,FosterWeatherStation201506021800
2015-06-02 19:00:00,Oak Street Weather Station,13.8,11.5,76,0.0,0.0,10.3,0,49,0.6,1.1,997.0,42,359.0,12.2,06/02/2015 7:00 PM,OakStreetWeatherStation201506021900
2015-06-02 19:00:00,Foster Weather Station,12.78,8.5,77,0.0,0.0,1.5,0,60,0.6,0.8,996.3,158,351.0,15.1,06/02/2015 7:00 PM,FosterWeatherStation201506021900
2015-06-02 20:00:00,Foster Weather Station,12.0,8.5,79,0.0,0.0,1.5,0,53,1.6,1.8,996.3,16,351.0,15.1,06/02/2015 8:00 PM,FosterWeatherStation201506022000
2015-06-02 21:00:00,Foster Weather Station,11.89,8.5,80,0.0,0.0,1.5,0,78,0.9,1.0,996.6,0,351.0,15.2,06/02/2015 9:00 PM,FosterWeatherStation201506022100
2015-06-02 21:00:00,Oak Street Weather Station,13.4,10.5,70,0.0,0.0,10.3,0,134,0.8,2.2,997.0,2,359.0,12.0,06/02/2015 9:00 PM,OakStreetWeatherStation201506022100
2015-06-02 22:00:00,Oak Street Weather Station,13.5,10.1,66,0.0,0.0,10.3,0,122,1.3,2.0,997.1,2,359.0,12.0,06/02/2015 10:00 PM,OakStreetWeatherStation201506022200
2015-06-02 22:00:00,Foster Weather Station,11.78,8.5,79,0.0,0.0,1.5,0,121,2.4,2.7,996.6,0,351.0,15.2,06/02/2015 10:00 PM,FosterWeatherStation201506022200
2015-06-02 23:00:00,Foster Weather Station,12.0,8.5,75,0.0,0.0,1.5,0,132,3.2,3.6,996.6,0,351.0,15.1,06/02/2015 11:00 PM,FosterWeatherStation201506022300
2015-06-02 23:00:00,Oak Street Weather Station,14.3,9.8,56,0.0,0.0,10.3,0,117,1.1,3.6,997.3,2,359.0,12.0,06/02/2015 11:00 PM,OakStreetWeatherStation201506022300
2015-06-03 00:00:00,Foster Weather Station,12.06,8.5,77,0.0,0.0,1.5,0,127,3.0,3.7,996.3,0,351.0,15.2,06/03/2015 12:00 AM,FosterWeatherStation201506032400
2015-06-03 00:00:00,Oak Street Weather Station,14.5,10.3,59,0.0,0.0,10.3,0,75,1.2,2.5,997.1,2,359.0,12.1,06/03/2015 12:00 AM,OakStreetWeatherStation201506032400
2015-06-03 01:00:00,Foster Weather Station,12.39,8.5,75,0.0,0.0,1.5,0,103,0.4,0.8,996.3,0,351.0,15.1,06/03/2015 1:00 AM,FosterWeatherStation201506030100
2015-06-03 01:00:00,Oak Street Weather Station,14.7,10.8,63,0.0,0.0,10.3,0,93,1.2,2.7,996.7,2,359.0,12.0,06/03/2015 1:00 AM,OakStreetWeatherStation201506030100
2015-06-03 02:00:00,Oak Street Weather Station,13.9,11.4,74,0.0,0.0,10.3,0,115,1.3,2.4,996.5,2,359.0,12.0,06/03/2015 2:00 AM,OakStreetWeatherStation201506030200
2015-06-03 02:00:00,Foster Weather Station,12.17,8.5,76,0.0,0.0,1.5,0,140,0.6,0.8,996.3,0,351.0,15.2,06/03/2015 2:00 AM,FosterWeatherStation201506030200
